Device,DateRecord,Speed,Longitude,Latitude,Ignition,Aux1,Valid,Valid GPS
Street Sander SF829038,12/10/2021 19:18:25,0,-96.71526,43.57048,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:18:26,6.835083008,-96.78917,43.50756,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:18:27,8.699196815,-96.78592,43.4753,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:18:28,1.864113569,-96.71524,43.57048,TRUE,TRUE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:18:37,0,-96.78622,43.4753,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:18:37,5.592340946,-96.71503,43.57038,TRUE,TRUE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:18:39,0.62137121,-96.78622,43.4753,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:18:40,0,-96.71501,43.57035,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:18:43,0.62137121,-96.7115,43.5221,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:18:43,1.864113569,-96.71501,43.57035,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:18:44,0,-96.7115,43.5221,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:18:47,8.699196815,-96.71511,43.57043,TRUE,TRUE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:18:50,7.456454277,-96.786,43.47528,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:18:51,0,-96.7115,43.5221,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:18:52,1.242742419,-96.7115,43.5221,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:18:53,0,-96.7115,43.5221,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:18:54,0.62137121,-96.7115,43.5221,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:18:55,0,-96.7115,43.5221,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:18:56,2.485484838,-96.71147,43.5221,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:18:56,6.213711739,-96.71545,43.57048,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:19:02,9.320568085,-96.78745,43.50756,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:19:04,11.18468189,-96.71549,43.57077,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:19:05,4.349598408,-96.72839,43.54309,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:19:11,4.970969677,-96.71122,43.52225,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:19:21,7.456454277,-96.78474,43.4753,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:19:21,7.456454277,-96.71542,43.5714,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:19:32,9.941939354,-96.71122,43.52289,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:19:38,0,-96.77847,43.43393,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:19:38,10.56331062,-96.71452,43.57143,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:19:48,4.349598408,-96.72837,43.5424,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:19:48,9.320568085,-96.71429,43.57113,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:19:52,5.592340946,-96.71081,43.5467,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:19:53,0,-96.71429,43.57102,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:19:56,0,-96.72837,43.5423,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:19:56,0.62137121,-96.71429,43.57102,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:20:07,0,-96.71112,43.5467,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:20:07,3.106855869,-96.71426,43.57113,TRUE,TRUE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:20:12,6.213711739,-96.78272,43.47528,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:20:13,0,-96.71424,43.57115,TRUE,TRUE,TRUE,TRUE
Street Flusher SF820028,12/10/2021 19:20:15,0,-96.71386,43.57138,FALSE,FALSE,TRUE,FALSE
Contractor RMS Excavating Blade 2,12/10/2021 19:20:20,0,-96.78254,43.47528,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:20:24,1.242742419,-96.78254,43.47528,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:20:30,0,-96.78259,43.47528,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:20:30,9.941939354,-96.71122,43.52515,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:20:41,8.699196815,-96.78249,43.50753,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:20:44,0,-96.72839,43.54232,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:20:47,1.864113569,-96.71424,43.57113,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:20:50,2.485484838,-96.71112,43.54668,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:20:51,6.835083008,-96.71426,43.57107,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:20:59,0.62137121,-96.72839,43.5423,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:20:59,6.213711739,-96.71432,43.57087,TRUE,TRUE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:21:00,0,-96.78259,43.47528,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:04,6.835083008,-96.71447,43.57087,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:07,0,-96.71452,43.57089,TRUE,TRUE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:21:10,0.62137121,-96.78259,43.47528,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:10,1.864113569,-96.71452,43.57089,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:21:13,9.941939354,-96.71188,43.5467,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:21:17,0,-96.77847,43.43393,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:21:21,6.213711739,-96.72837,43.54197,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:22,0,-96.71437,43.57087,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:21:23,8.699196815,-96.71243,43.5467,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:26,2.485484838,-96.71439,43.57087,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:29,8.077825546,-96.71449,43.57089,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:21:31,18.01976395,-96.71307,43.54665,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:32,0,-96.71455,43.57092,TRUE,TRUE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:21:33,0,-96.78229,43.47528,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:21:34,1.242742419,-96.78229,43.47528,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:21:38,8.699196815,-96.71358,43.54665,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:38,1.864113569,-96.71452,43.57092,TRUE,TRUE,TRUE,TRUE
Street Sander SF829022,12/10/2021 19:21:38,0,-96.71564,43.5711,FALSE,FALSE,TRUE,FALSE
Contractor D&G Blade 1,12/10/2021 19:21:42,2.485484838,-96.72835,43.54153,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:21:45,0,-96.78223,43.47523,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:46,3.106855869,-96.71439,43.57084,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:48,0,-96.71437,43.57084,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:51,1.242742419,-96.71437,43.57084,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:21:52,8.699196815,-96.72863,43.5415,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:21:52,6.213711739,-96.71409,43.54662,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:21:52,0.62137121,-96.78223,43.47523,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:21:55,9.941939354,-96.71122,43.52865,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:56,7.456454277,-96.71449,43.57092,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:21:59,0,-96.71455,43.57095,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:22:00,14.91290855,-96.71413,43.54632,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:22:01,1.864113569,-96.71452,43.57095,TRUE,TRUE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:22:02,4.349598408,-96.78236,43.47528,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:22:06,0,-96.78241,43.47528,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:22:09,5.592340946,-96.71124,43.52909,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:22:12,9.941939354,-96.71416,43.5457,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:22:12,1.242742419,-96.78241,43.4753,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:22:12,4.349598408,-96.71437,43.57087,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:22:15,0,-96.71434,43.57087,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:22:19,1.864113569,-96.71437,43.57087,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:22:20,8.699196815,-96.77776,43.50753,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:22:21,8.699196815,-96.7146,43.54552,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:22:23,3.728227139,-96.72973,43.54153,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:22:24,8.077825546,-96.71447,43.57095,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:22:28,2.485484838,-96.71478,43.54565,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:22:28,0,-96.71455,43.571,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:22:29,1.864113569,-96.71457,43.571,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:22:31,0,-96.71457,43.571,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:22:37,7.456454277,-96.72981,43.54189,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:22:38,4.349598408,-96.71465,43.54573,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:22:39,4.970969677,-96.78172,43.47528,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:22:41,0,-96.72981,43.54194,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:22:45,0.62137121,-96.72978,43.54194,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:22:45,1.864113569,-96.71457,43.571,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:22:49,4.970969677,-96.71449,43.57095,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:22:52,7.456454277,-96.72981,43.54179,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:22:58,4.349598408,-96.71424,43.54568,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:02,0,-96.71432,43.57087,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:23:08,0,-96.72978,43.5415,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:08,1.864113569,-96.71432,43.57087,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:23:09,0.62137121,-96.72978,43.5415,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:23:10,6.835083008,-96.71416,43.54588,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:14,9.320568085,-96.71449,43.57097,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:17,0,-96.71455,43.571,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:19,1.864113569,-96.71455,43.571,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:25,5.592340946,-96.71442,43.57092,TRUE,TRUE,TRUE,TRUE
Street Sander SF829028,12/10/2021 19:23:26,0,-96.7133,43.57097,FALSE,FALSE,TRUE,FALSE
Contractor First Rate Blade 4,12/10/2021 19:23:31,7.456454277,-96.71406,43.5466,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:23:32,7.456454277,-96.72978,43.54191,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:32,0,-96.71434,43.57087,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:36,2.485484838,-96.71437,43.57087,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:41,9.320568085,-96.71449,43.57097,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:44,0,-96.71455,43.57102,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:46,1.242742419,-96.71455,43.57102,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:23:48,9.941939354,-96.71127,43.5327,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:23:49,6.213711739,-96.71449,43.571,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:23:59,9.320568085,-96.77271,43.50758,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:23:59,0,-96.77847,43.43388,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:24:01,0,-96.71432,43.57087,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:24:02,7.456454277,-96.72978,43.54279,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:24:05,1.864113569,-96.71432,43.57087,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:24:11,9.320568085,-96.71211,43.5467,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:24:12,0,-96.72975,43.54296,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:24:14,9.941939354,-96.77192,43.50758,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:24:15,0.62137121,-96.72975,43.54296,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:24:16,0,-96.72975,43.54296,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:24:17,1.242742419,-96.72975,43.54296,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:24:18,4.970969677,-96.77844,43.47525,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:24:18,9.941939354,-96.71465,43.57115,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:24:21,6.213711739,-96.72975,43.54288,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:24:21,0,-96.7147,43.5712,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:24:24,1.864113569,-96.7147,43.5712,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:24:28,6.835083008,-96.71462,43.57113,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:24:30,0,-96.77151,43.50758,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:24:31,9.941939354,-96.71127,43.53444,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:24:41,12.42742348,-96.72975,43.54217,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:24:48,0,-96.71434,43.57089,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:24:49,4.349598408,-96.71091,43.54668,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:24:49,3.728227139,-96.71127,43.5349,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:24:51,1.864113569,-96.71434,43.57089,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:24:59,0,-96.72978,43.54166,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:00,11.18468189,-96.71457,43.57113,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:25:03,1.242742419,-96.72978,43.54168,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:04,1.864113569,-96.71468,43.57122,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:05,0,-96.71468,43.57122,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:08,1.242742419,-96.71468,43.57122,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:10,0,-96.71465,43.57122,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:11,1.242742419,-96.71465,43.57122,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:25:16,1.864113569,-96.77148,43.50758,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:25:17,3.728227139,-96.7113,43.53546,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:18,6.213711739,-96.71455,43.57113,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:25:25,9.320568085,-96.7712,43.50758,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:25:27,8.699196815,-96.7113,43.53574,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:36,0,-96.71429,43.57092,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:25:38,9.320568085,-96.77053,43.50756,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:25:38,0,-96.77842,43.43386,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:38,1.242742419,-96.71429,43.57089,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:25:41,5.592340946,-96.72978,43.5424,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:48,11.18468189,-96.71457,43.57115,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:25:52,0,-96.71465,43.57122,TRUE,TRUE,TRUE,TRUE
Street Sander SF829043,12/10/2021 19:25:52,0,-96.71488,43.57033,FALSE,FALSE,TRUE,FALSE
Street Sander SF829038,12/10/2021 19:25:55,1.864113569,-96.71465,43.57122,TRUE,TRUE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:25:57,4.970969677,-96.77578,43.47525,TRUE,FALSE,TRUE,TRUE
Street Sander SF829043,12/10/2021 19:25:59,0,-96.71488,43.57033,FALSE,FALSE,TRUE,FALSE
Contractor Seal Pros Blade 1,12/10/2021 19:26:01,0.62137121,-96.77842,43.43386,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:26:01,7.456454277,-96.71457,43.57113,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:26:17,0,-96.71429,43.57089,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:26:19,5.592340946,-96.72978,43.54327,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:26:20,0,-96.77847,43.43375,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:26:21,1.242742419,-96.71429,43.57089,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:26:23,0,-96.72978,43.5433,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:26:24,0.62137121,-96.72978,43.5433,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:26:28,6.213711739,-96.70782,43.54662,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:26:29,12.42742348,-96.71449,43.5711,TRUE,TRUE,TRUE,TRUE
Street Sander SF829043,12/10/2021 19:26:30,0,-96.71488,43.57033,FALSE,FALSE,TRUE,FALSE
Street Sander SF829037,12/10/2021 19:26:31,0,-96.71337,43.57095,FALSE,FALSE,TRUE,FALSE
Contractor D&G Blade 1,12/10/2021 19:26:33,6.835083008,-96.72978,43.54348,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:26:33,6.835083008,-96.7146,43.57122,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:26:34,0,-96.71462,43.57125,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:26:38,1.242742419,-96.71462,43.57125,TRUE,TRUE,TRUE,TRUE
Street Sander SF829037,12/10/2021 19:26:38,0,-96.71337,43.57095,FALSE,FALSE,TRUE,FALSE
Contractor Prairie States Blade 1,12/10/2021 19:26:40,12.42742348,-96.76731,43.50758,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:26:43,5.592340946,-96.71457,43.57117,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:26:55,1.242742419,-96.77847,43.43373,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:26:55,5.592340946,-96.71437,43.57097,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:26:56,0,-96.7785,43.43373,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:27:00,0,-96.71432,43.57092,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:27:03,2.485484838,-96.71432,43.57092,TRUE,TRUE,TRUE,TRUE
Street Sander SF829029,12/10/2021 19:27:04,0,-96.7147,43.57069,FALSE,FALSE,TRUE,FALSE
Street Sander SF829037,12/10/2021 19:27:05,0,-96.71337,43.57095,FALSE,FALSE,TRUE,FALSE
Contractor Seal Pros Blade 2,12/10/2021 19:27:06,9.320568085,-96.7113,43.5393,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:27:13,1.242742419,-96.77847,43.43375,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:27:15,9.941939354,-96.71452,43.57117,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 19:27:17,7.456454277,-96.76526,43.50758,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:27:17,1.864113569,-96.77847,43.43378,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:27:19,0,-96.7146,43.57125,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:27:20,1.864113569,-96.72973,43.54442,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:27:22,1.242742419,-96.71457,43.57122,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:27:23,0,-96.72973,43.54442,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:27:29,1.242742419,-96.72973,43.54445,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:27:30,0,-96.72973,43.54445,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:27:30,6.213711739,-96.71449,43.57113,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:27:31,6.213711739,-96.77824,43.43373,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 19:27:36,6.835083008,-96.77271,43.47525,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 19:27:43,1.864113569,-96.72971,43.54447,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:27:43,8.699196815,-96.71132,43.54068,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:27:44,0,-96.71429,43.57092,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:27:46,7.456454277,-96.77804,43.43327,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:27:47,2.485484838,-96.71429,43.57092,TRUE,TRUE,TRUE,TRUE
Street Sander SF829032,12/10/2021 19:27:48,0,-96.71639,43.57113,FALSE,FALSE,TRUE,FALSE
Street Sander SF829038,12/10/2021 19:27:54,13.67016602,-96.71445,43.57113,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:27:59,0,-96.71457,43.57125,TRUE,TRUE,TRUE,TRUE
Street Sander SF829038,12/10/2021 19:28:02,1.242742419,-96.71457,43.57122,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 1,12/10/2021 19:28:03,0,-96.77801,43.43299,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 19:28:05,1.864113569,-96.71132,43.54112,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 19:28:07,5.592340946,-96.70461,43.5467,TRUE,FALSE,TRUE,TRUE
