OID_,granularmo,GranularSe,GranularTo,servicetyp,speedmph,vehiclefle,vehicleid,xcoord,ycoord,reporttime
35454,C,0,586518,In Transit,13,Fleet,H62,-88.23307,41.97708,1643973213
35524,C,0,686088,In Transit,35,Fleet,H93,-88.2382,41.9067,1643973213
35292,C,0,430547,In Transit,35,Fleet,H78,-87.97973,41.97727,1643973214
35614,C,0,559966,In Transit,6,Fleet,H70,-87.97173,41.83157,1643973243
35634,C,0,686088,In Transit,31,Fleet,H93,-88.23825,41.90187,1643973243
35426,C,0,586518,In Transit,20,Fleet,H62,-88.23012,41.97738,1643973245
35587,C,0,430547,In Transit,31,Fleet,H78,-87.9793,41.97278,1643973245
35687,C,100,651853,Spreading,26,Fleet,H60,-88.01215,41.73668,1643973273
35361,C,0,591238,Idle,0,Fleet,H69,-88.01682,41.7728,1643973273
35360,C,0,586518,In Transit,17,Fleet,H62,-88.2269,41.97765,1643973274
35967,C,100,686088,Spreading,8,Fleet,H93,-88.23837,41.8996,1643973274
35270,C,200,430547,Spreading,24,Fleet,H78,-87.97887,41.96658,1643973276
35287,C,0,559966,In Transit,6,Fleet,H70,-87.96302,41.83178,1643973302
35330,C,0,651859,In Transit,29,Fleet,H60,-88.0122,41.73782,1643973304
35560,C,200,686123,Spreading,17,Fleet,H93,-88.24267,41.89945,1643973304
35421,C,0,586518,Idle,0,Fleet,H62,-88.22618,41.97763,1643973305
35461,C,0,430564,Idle,0,Fleet,H78,-87.97902,41.96425,1643973305
35541,C,0,239902,In Transit,2,Fleet,H75,-88.09102,41.80718,1643973319
35537,C,0,686132,In Transit,31,Fleet,H93,-88.24318,41.89713,1643973334
35436,C,0,239902,In Transit,6,Fleet,H75,-88.09127,41.80815,1643973362
35449,C,0,1004646,Idle,0,Fleet,H67,-88.0573,41.95678,1643973364
35260,C,0,591238,In Transit,8,Fleet,H69,-88.00867,41.77285,1643973364
35532,C,0,686132,In Transit,38,Fleet,H93,-88.24322,41.89263,1643973364
36026,C,0,586518,In Transit,6,Fleet,H62,-88.22625,41.97767,1643973366
35418,C,200,430564,Spreading,6,Fleet,H78,-87.979,41.9639,1643973367
36577,C,0,651859,Idle,0,Fleet,H60,-88.01265,41.75073,1643973392
37224,C,0,239902,In Transit,42,Fleet,H75,-88.08353,41.80845,1643973392
36899,C,0,591238,In Transit,35,Fleet,H69,-88.00852,41.76915,1643973393
36419,C,0,559966,Idle,0,Fleet,H70,-87.96117,41.83042,1643973393
36584,C,0,686132,In Transit,40,Fleet,H93,-88.24325,41.88822,1643973393
36709,C,0,430572,In Transit,8,Fleet,H78,-87.97927,41.9636,1643973396
36593,C,250,586519,Spreading,24,Fleet,H62,-88.2228,41.97587,1643973397
36407,C,0,239902,In Transit,35,Fleet,H75,-88.07978,41.80842,1643973422
36438,C,0,147,Idle,0,Fleet,H94,-88.14643,41.86573,1643973422
36971,C,0,586529,Idle,0,Fleet,H62,-88.22275,41.97508,1643973423
36444,C,0,591238,In Transit,35,Fleet,H69,-88.00837,41.76497,1643973423
36446,C,0,686132,In Transit,38,Fleet,H93,-88.24403,41.88445,1643973423
37212,C,0,430572,In Transit,31,Fleet,H78,-87.9832,41.9641,1643973424
36788,C,0,239902,In Transit,33,Fleet,H75,-88.07377,41.8083,1643973452
36479,C,0,651859,In Transit,15,Fleet,H60,-88.01288,41.7512,1643973453
36472,C,0,686132,In Transit,15,Fleet,H93,-88.24437,41.8796,1643973453
36747,C,0,586529,In Transit,6,Fleet,H62,-88.22277,41.97505,1643973454
36557,C,0,430572,In Transit,33,Fleet,H78,-87.98848,41.9651,1643973454
36423,C,0,147,Idle,0,Fleet,H94,-88.14645,41.86573,1643973482
36509,C,0,591238,In Transit,35,Fleet,H69,-88.00943,41.7564,1643973483
36984,C,0,586529,In Transit,15,Fleet,H62,-88.22257,41.97487,1643973484
36647,C,0,430572,In Transit,29,Fleet,H78,-87.99347,41.96587,1643973485
36611,C,0,239902,In Transit,38,Fleet,H75,-88.06172,41.80822,1643973512
36448,C,0,591238,Idle,0,Fleet,H69,-88.01285,41.75322,1643973513
36441,C,0,586529,In Transit,38,Fleet,H62,-88.21702,41.97497,1643973514
36554,C,200,430572,Spreading,11,Fleet,H78,-87.99828,41.96673,1643973514
36766,C,0,147,Idle,0,Fleet,H94,-88.14645,41.86573,1643973542
36465,C,0,686132,In Transit,11,Fleet,H93,-88.24422,41.87892,1643973543
36758,C,0,586529,Idle,0,Fleet,H62,-88.2078,41.9749,1643973544
36467,C,0,430592,In Transit,17,Fleet,H78,-87.99815,41.9692,1643973544
37904,C,0,239902,In Transit,42,Fleet,H75,-88.04893,41.80765,1643973572
37602,C,0,147,Idle,0,Fleet,H94,-88.14645,41.86573,1643973572
37650,C,0,591238,In Transit,6,Fleet,H69,-88.01288,41.7513,1643973574
37675,C,0,686132,In Transit,29,Fleet,H93,-88.23843,41.8777,1643973574
37607,C,0,586529,In Transit,8,Fleet,H62,-88.20773,41.9749,1643973575
37660,C,0,430594,In Transit,24,Fleet,H78,-87.99803,41.97113,1643973575
37781,C,0,686132,In Transit,22,Fleet,H93,-88.2357,41.8763,1643973607
38148,C,0,586529,In Transit,6,Fleet,H62,-88.20578,41.97368,1643973609
38040,C,0,430594,In Transit,26,Fleet,H78,-87.99808,41.97427,1643973609
37712,C,0,239902,In Transit,6,Fleet,H75,-88.04323,41.80767,1643973632
37673,C,0,591238,In Transit,6,Fleet,H69,-88.01717,41.75115,1643973633
37666,C,0,686132,In Transit,40,Fleet,H93,-88.23802,41.87312,1643973634
37801,C,0,586529,Idle,0,Fleet,H62,-88.20543,41.97347,1643973636
38405,C,200,430594,Spreading,22,Fleet,H78,-87.99803,41.97687,1643973636
37717,C,0,1004646,Idle,0,Fleet,H67,-88.05728,41.95677,1643973663
37817,C,0,591238,In Transit,35,Fleet,H69,-88.02182,41.75107,1643973663
37594,C,0,239902,Idle,0,Fleet,H75,-88.04293,41.8078,1643973663
38378,C,0,686132,In Transit,33,Fleet,H93,-88.24298,41.87033,1643973664
37630,C,200,430594,Spreading,22,Fleet,H78,-87.998,41.97977,1643973666
37609,C,0,591238,In Transit,33,Fleet,H69,-88.02963,41.75093,1643973693
37927,C,0,430662,In Transit,22,Fleet,H78,-87.998,41.9817,1643973695
37744,C,0,686136,In Transit,33,Fleet,H93,-88.24725,41.87053,1643973696
37932,C,0,430669,In Transit,24,Fleet,H78,-87.99875,41.9848,1643973724
37999,C,0,76865,In Transit,2,Fleet,H85,-88.17285,41.80402,1643973724
37571,C,0,686136,In Transit,33,Fleet,H93,-88.25433,41.87092,1643973724
38858,C,0,591238,In Transit,35,Fleet,H69,-88.03118,41.75575,1643973753
39038,C,0,686136,In Transit,35,Fleet,H93,-88.25817,41.87107,1643973753
38996,C,0,430669,In Transit,26,Fleet,H78,-88.00098,41.98732,1643973754
39060,C,0,76865,In Transit,2,Fleet,H85,-88.17268,41.8037,1643973754
38797,C,0,147,Idle,0,Fleet,H94,-88.14647,41.86573,1643973783
39173,C,0,686136,In Transit,4,Fleet,H93,-88.2634,41.87115,1643973784
38826,C,0,430669,In Transit,29,Fleet,H78,-88.0031,41.98983,1643973786
38789,C,0,76865,Idle,0,Fleet,H85,-88.17233,41.80417,1643973786
39670,C,0,591238,In Transit,33,Fleet,H69,-88.0316,41.76737,1643973813
38784,C,0,686136,Idle,0,Fleet,H93,-88.26368,41.87115,1643973814
38822,C,0,430683,In Transit,22,Fleet,H78,-88.0032,41.99002,1643973815
39003,C,0,591238,In Transit,8,Fleet,H69,-88.03162,41.7684,1643973844
39078,C,0,686136,In Transit,29,Fleet,H93,-88.2618,41.87098,1643973844
39187,C,0,430683,Idle,0,Fleet,H78,-88.0024,41.98827,1643973846
38799,C,0,591238,Idle,0,Fleet,H69,-88.03173,41.77185,1643973874
38931,C,0,430683,In Transit,6,Fleet,H78,-88.00233,41.98823,1643973874
39027,C,0,686136,In Transit,35,Fleet,H93,-88.25768,41.871,1643973874
38963,C,0,591238,In Transit,15,Fleet,H69,-88.03193,41.77252,1643973903
38788,C,0,686136,In Transit,11,Fleet,H93,-88.25593,41.87112,1643973903
39097,C,0,430691,In Transit,6,Fleet,H78,-87.99852,41.98457,1643973904
39842,C,0,591262,In Transit,13,Fleet,H69,-88.03662,41.77272,1643973933
38887,C,0,430691,In Transit,6,Fleet,H78,-87.9982,41.98478,1643973934
39956,C,0,1004646,Idle,0,Fleet,H67,-88.0573,41.9568,1643973963
40134,C,0,591285,In Transit,35,Fleet,H69,-88.03682,41.77613,1643973964
40158,C,0,430691,Idle,0,Fleet,H78,-87.99807,41.98498,1643973965
40297,C,150,591321,Spreading,35,Fleet,H69,-88.0373,41.78017,1643973993
40414,C,150,591341,Spreading,24,Fleet,H69,-88.03735,41.7837,1643974024
40194,C,0,686136,Idle,0,Fleet,H93,-88.25082,41.87667,1643974029
40137,C,0,591374,Idle,0,Fleet,H69,-88.0373,41.78455,1643974053
40381,C,0,147,Idle,0,Fleet,H94,-88.1465,41.86572,1643974082
40598,C,150,591374,Spreading,8,Fleet,H69,-88.03703,41.78477,1643974084
41416,C,0,591388,In Transit,17,Fleet,H69,-88.03422,41.78513,1643974112
41358,C,0,591396,In Transit,26,Fleet,H69,-88.0261,41.78615,1643974173
41205,C,0,686136,Idle,0,Fleet,H93,-88.25083,41.87668,1643974173
41571,C,0,591457,In Transit,29,Fleet,H69,-88.02122,41.78675,1643974206
42027,C,1000,591408,Spreading,29,Fleet,H69,-88.02333,41.78647,1643974206
41331,C,0,591525,In Transit,31,Fleet,H69,-88.01582,41.78718,1643974233
41382,C,0,1004646,Idle,0,Fleet,H67,-88.0573,41.95678,1643974263
41167,C,0,591551,In Transit,26,Fleet,H69,-88.01063,41.78752,1643974263
42589,C,0,591587,In Transit,24,Fleet,H69,-88.00712,41.7876,1643974294
42368,C,150,591643,Spreading,26,Fleet,H69,-88.00375,41.78767,1643974323
43000,C,0,591674,In Transit,29,Fleet,H69,-87.99868,41.78775,1643974353
42491,C,0,147,Idle,0,Fleet,H94,-88.14652,41.8657,1643974382
42527,C,0,591734,In Transit,29,Fleet,H69,-87.99383,41.78783,1643974383
42607,C,0,591745,In Transit,33,Fleet,H69,-87.98867,41.78793,1643974413
42798,C,150,591770,Spreading,35,Fleet,H69,-87.98288,41.78803,1643974445
43899,C,150,591801,Spreading,31,Fleet,H69,-87.97783,41.78812,1643974473
43559,C,0,686136,Idle,0,Fleet,H93,-88.25083,41.87668,1643974473
43786,C,150,591884,Spreading,35,Fleet,H69,-87.9723,41.78822,1643974503
43868,C,150,591944,Spreading,33,Fleet,H69,-87.96648,41.78833,1643974534
43632,C,0,1004646,Idle,0,Fleet,H67,-88.05727,41.95677,1643974563
43757,C,150,592012,Spreading,31,Fleet,H69,-87.96112,41.78845,1643974564
44082,C,1000,592064,Spreading,22,Fleet,H69,-87.95703,41.78853,1643974594
43594,C,1000,592064,Spreading,15,Fleet,H69,-87.95425,41.78858,1643974623
44804,C,1000,592163,Spreading,13,Fleet,H69,-87.95215,41.78862,1643974654
45059,C,0,147,Idle,0,Fleet,H94,-88.14652,41.86572,1643974682
45017,C,1000,592233,Spreading,24,Fleet,H69,-87.94957,41.78853,1643974683
45090,C,150,592343,Spreading,31,Fleet,H69,-87.94485,41.78867,1643974713
44835,C,0,147,Idle,0,Fleet,H94,-88.14642,41.86565,1643974742
44832,C,0,592427,In Transit,31,Fleet,H69,-87.93908,41.78895,1643974743
44854,C,0,686136,Idle,0,Fleet,H93,-88.25085,41.87672,1643974773
45105,C,1000,592447,Spreading,13,Fleet,H69,-87.9362,41.78898,1643974774
45507,C,0,592532,In Transit,22,Fleet,H69,-87.93268,41.78903,1643974803
46511,C,150,592564,Spreading,15,Fleet,H69,-87.93118,41.78907,1643974836
45971,C,0,1004646,Idle,0,Fleet,H67,-88.05728,41.95677,1643974863
45997,C,150,592622,Spreading,17,Fleet,H69,-87.92695,41.78917,1643974863
46240,C,150,592668,Spreading,31,Fleet,H69,-87.92263,41.78927,1643974893
45982,C,150,592755,Spreading,31,Fleet,H69,-87.9172,41.78938,1643974923
46258,C,150,592755,Idle,0,Fleet,H69,-87.91375,41.7894,1643974953
46128,C,0,147,Idle,0,Fleet,H94,-88.1464,41.86567,1643974982
46236,C,150,592755,Spreading,6,Fleet,H69,-87.91377,41.78952,1643974983
47833,C,0,592759,Idle,0,Fleet,H69,-87.91615,41.78952,1643975013
47200,C,150,592759,Spreading,8,Fleet,H69,-87.91645,41.78953,1643975043
47167,C,0,1004646,Idle,0,Fleet,H67,-88.05667,41.95598,1643975073
47508,C,0,592770,In Transit,33,Fleet,H69,-87.92032,41.78947,1643975073
47159,C,0,686136,Idle,0,Fleet,H93,-88.25087,41.87668,1643975073
47770,C,0,1004646,In Transit,13,Fleet,H67,-88.05657,41.95568,1643975103
47241,C,150,592771,Spreading,17,Fleet,H69,-87.92672,41.78937,1643975103
47429,C,0,1004646,In Transit,24,Fleet,H67,-88.05215,41.9548,1643975133
47215,C,150,592798,Spreading,24,Fleet,H69,-87.92928,41.78928,1643975133
47568,C,0,1004646,In Transit,20,Fleet,H67,-88.05092,41.95472,1643975164
47175,C,150,592841,Spreading,6,Fleet,H69,-87.93145,41.78925,1643975164
48689,C,0,1004646,In Transit,31,Fleet,H67,-88.04992,41.95805,1643975192
48516,C,0,1004646,In Transit,31,Fleet,H67,-88.0507,41.9601,1643975224
48764,C,0,592877,Idle,0,Fleet,H69,-87.93543,41.7892,1643975224
48404,C,0,1004646,In Transit,31,Fleet,H67,-88.0516,41.96487,1643975261
48421,C,1000,592891,Spreading,22,Fleet,H69,-87.93888,41.7891,1643975261
49224,C,1000,592891,Spreading,15,Fleet,H69,-87.93625,41.78917,1643975261
48429,C,0,147,Idle,0,Fleet,H94,-88.14642,41.86562,1643975282
48517,C,0,1004646,In Transit,29,Fleet,H67,-88.05158,41.96677,1643975283
48535,C,0,1004646,In Transit,29,Fleet,H67,-88.0515,41.97082,1643975313
48752,C,150,593065,Spreading,29,Fleet,H69,-87.94707,41.78872,1643975314
48819,C,0,1004646,In Transit,24,Fleet,H67,-88.05145,41.97487,1643975343
48591,C,150,593127,Spreading,17,Fleet,H69,-87.95138,41.78872,1643975344
48362,C,0,1004646,In Transit,31,Fleet,H67,-88.0514,41.98005,1643975373
48589,C,150,593127,Spreading,20,Fleet,H69,-87.95413,41.78877,1643975373
49107,C,0,686136,Idle,0,Fleet,H93,-88.25085,41.87668,1643975373
49742,C,0,1004646,In Transit,38,Fleet,H67,-88.05132,41.98303,1643975403
49661,C,150,593127,Spreading,26,Fleet,H69,-87.95655,41.7887,1643975403
50095,C,0,1004646,In Transit,35,Fleet,H67,-88.05112,41.9871,1643975434
49795,C,0,1004646,In Transit,33,Fleet,H67,-88.04708,41.99035,1643975463
49912,C,0,1004646,In Transit,29,Fleet,H67,-88.04592,41.99388,1643975493
49650,C,150,593306,Spreading,20,Fleet,H69,-87.96987,41.78843,1643975493
49734,C,150,593337,Spreading,24,Fleet,H69,-87.97203,41.78837,1643975523
49883,C,0,1004646,In Transit,2,Fleet,H67,-88.04582,41.99872,1643975527
49720,C,0,1004646,In Transit,31,Fleet,H67,-88.04425,41.9993,1643975553
49616,C,150,593413,Spreading,11,Fleet,H69,-87.97518,41.78833,1643975553
49786,C,0,1004646,In Transit,26,Fleet,H67,-88.04083,41.99942,1643975582
49558,C,0,147,Idle,0,Fleet,H94,-88.14642,41.8656,1643975582
49953,C,0,1004646,In Transit,24,Fleet,H67,-88.0368,41.99828,1643975613
49757,C,0,1004646,Idle,0,Fleet,H67,-88.03162,41.99608,1643975643
50206,C,150,593556,Spreading,26,Fleet,H69,-87.98765,41.7881,1643975673
49948,C,0,686136,Idle,0,Fleet,H93,-88.25085,41.87668,1643975673
49610,C,150,593604,Spreading,31,Fleet,H69,-87.99132,41.78803,1643975703
49572,C,150,593645,Spreading,15,Fleet,H69,-87.99403,41.78802,1643975733
50784,C,0,1004646,Idle,0,Fleet,H67,-88.03087,41.99455,1643975763
50845,C,150,593699,Spreading,24,Fleet,H69,-87.99905,41.78793,1643975763
51499,C,150,593775,Spreading,26,Fleet,H69,-88.0029,41.78777,1643975793
50908,C,150,593812,Spreading,22,Fleet,H69,-88.00605,41.78765,1643975823
50964,C,150,593893,Spreading,22,Fleet,H69,-88.0108,41.78753,1643975853
52047,C,0,147,Idle,0,Fleet,H94,-88.14643,41.8656,1643975882
52362,C,150,593941,Spreading,26,Fleet,H69,-88.01425,41.78725,1643975883
52037,C,150,593991,Spreading,13,Fleet,H69,-88.01827,41.7873,1643975913
52322,C,150,593991,Spreading,26,Fleet,H69,-88.02103,41.78678,1643975943
52396,C,0,686136,Idle,0,Fleet,H93,-88.25083,41.87668,1643975973
53602,C,1000,594179,Spreading,26,Fleet,H69,-88.03325,41.78535,1643976034
54032,C,0,1004646,Idle,0,Fleet,H67,-88.03063,41.99457,1643976066
53294,C,1000,594281,Spreading,20,Fleet,H69,-88.0373,41.78488,1643976066
54517,C,150,594328,Spreading,26,Fleet,H69,-88.0395,41.78463,1643976093
54561,C,1000,594415,Spreading,29,Fleet,H69,-88.04665,41.78467,1643976123
54504,C,150,594560,Spreading,35,Fleet,H69,-88.05377,41.78588,1643976162
54503,C,0,147,Idle,0,Fleet,H94,-88.14643,41.8656,1643976183
55652,C,0,686136,Idle,0,Fleet,H93,-88.25085,41.87668,1643976273
55842,C,150,594584,Spreading,33,Fleet,H69,-88.05492,41.78607,1643976291
56699,C,150,594928,Spreading,11,Fleet,H69,-88.07368,41.78677,1643976297
55650,C,0,594932,In Transit,6,Fleet,H69,-88.07387,41.7869,1643976303
55989,C,0,594932,In Transit,6,Fleet,H69,-88.07432,41.78738,1643976334
55621,C,0,1004646,Idle,0,Fleet,H67,-88.03065,41.99453,1643976362
55737,C,0,594932,In Transit,6,Fleet,H69,-88.07458,41.7874,1643976363
55730,C,0,559966,Idle,0,Fleet,H70,-87.9629,41.83177,1643976363
55904,C,0,559966,In Transit,20,Fleet,H70,-87.9638,41.83197,1643976392
55762,C,0,147,In Transit,6,Fleet,H94,-88.14637,41.8655,1643976393
55611,C,0,76865,In Transit,2,Fleet,H85,-88.17232,41.80407,1643976394
55914,C,0,147,In Transit,6,Fleet,H94,-88.14668,41.86442,1643976423
55617,C,0,76865,Idle,0,Fleet,H85,-88.17248,41.80368,1643976424
56877,C,150,595039,Spreading,24,Fleet,H69,-88.07112,41.78667,1643976453
56832,C,0,184,Idle,0,Fleet,H94,-88.14675,41.865,1643976453
56979,C,0,76865,In Transit,6,Fleet,H85,-88.17202,41.8033,1643976454
57390,C,150,595117,Spreading,29,Fleet,H69,-88.06688,41.78688,1643976483
56798,C,0,184,Idle,0,Fleet,H94,-88.14673,41.86495,1643976483
56872,C,0,559966,Idle,0,Fleet,H70,-87.97153,41.83173,1643976484
57517,C,0,76865,Idle,0,Fleet,H85,-88.17237,41.80255,1643976485
57065,C,150,595128,Spreading,29,Fleet,H69,-88.06607,41.78692,1643976512
57046,M,0,30939,Idle,0,Fleet,H74,-88.08077,41.90162,1643976541
57001,C,0,595199,In Transit,11,Fleet,H69,-88.05945,41.78652,1643976543
57270,C,0,76865,In Transit,13,Fleet,H85,-88.1721,41.80215,1643976545
56797,M,0,30939,In Transit,4,Fleet,H74,-88.0808,41.90145,1643976571
57089,C,0,595199,In Transit,6,Fleet,H69,-88.05922,41.78652,1643976573
56838,C,0,686136,Idle,0,Fleet,H93,-88.2508,41.87668,1643976574
56874,C,0,76865,In Transit,24,Fleet,H85,-88.16987,41.8019,1643976575
57029,M,0,30939,Idle,0,Fleet,H74,-88.08198,41.9011,1643976601
56983,C,0,595199,In Transit,6,Fleet,H69,-88.0592,41.7865,1643976603
57082,C,0,76865,Idle,0,Fleet,H85,-88.16772,41.80172,1643976604
58007,M,0,30939,Idle,0,Fleet,H74,-88.08215,41.90237,1643976631
58142,C,0,595199,In Transit,6,Fleet,H69,-88.05917,41.78648,1643976633
58216,C,0,76865,In Transit,11,Fleet,H85,-88.16723,41.80192,1643976634
58015,C,0,1004646,Idle,0,Fleet,H67,-88.03067,41.99455,1643976663
58135,C,0,76865,In Transit,24,Fleet,H85,-88.1672,41.80483,1643976663
58140,M,0,30939,In Transit,17,Fleet,H74,-88.08232,41.90287,1643976691
58045,C,0,651859,In Transit,6,Fleet,H60,-88.01633,41.75297,1643976693
58283,M,60,595199,Spreading,2,Fleet,H69,-88.059,41.78648,1643976693
58246,C,0,430691,In Transit,6,Fleet,H78,-87.99783,41.98463,1643976695
58525,C,0,76865,In Transit,29,Fleet,H85,-88.16722,41.80717,1643976695
58042,M,0,30939,In Transit,44,Fleet,H74,-88.08643,41.90282,1643976722
58214,M,100,595199,Spreading,6,Fleet,H69,-88.05913,41.78647,1643976723
58001,C,0,430691,Idle,0,Fleet,H78,-87.99855,41.98458,1643976724
58227,C,0,76865,Idle,0,Fleet,H85,-88.16718,41.81053,1643976725
58161,M,0,30939,In Transit,38,Fleet,H74,-88.09618,41.9025,1643976751
58349,C,150,595219,Spreading,29,Fleet,H69,-88.05508,41.78583,1643976755
58108,C,0,430691,In Transit,6,Fleet,H78,-87.999,41.98458,1643976755
58171,C,0,76865,In Transit,2,Fleet,H85,-88.16715,41.8106,1643976755
58520,M,0,30939,In Transit,22,Fleet,H74,-88.09953,41.90242,1643976781
58489,C,0,430691,In Transit,11,Fleet,H78,-87.99907,41.98397,1643976783
58107,C,0,76865,In Transit,22,Fleet,H85,-88.16733,41.81187,1643976783
58044,C,150,595300,Spreading,6,Fleet,H69,-88.05228,41.78552,1643976784
59672,M,0,30939,Idle,0,Fleet,H74,-88.10032,41.9024,1643976811
59354,C,0,430691,In Transit,11,Fleet,H78,-88.00398,41.98455,1643976814
59806,C,0,76865,In Transit,22,Fleet,H85,-88.16817,41.81593,1643976814
59326,C,150,595443,Spreading,35,Fleet,H69,-88.04783,41.78472,1643976815
59747,M,0,30939,In Transit,2,Fleet,H74,-88.1005,41.90228,1643976841
59332,C,0,559966,Idle,0,Fleet,H70,-88.01042,41.83107,1643976842
59230,C,0,430691,In Transit,8,Fleet,H78,-88.00418,41.98345,1643976843
59218,C,0,76865,In Transit,24,Fleet,H85,-88.16827,41.81787,1643976843
60128,C,0,595538,In Transit,40,Fleet,H69,-88.04072,41.78443,1643976852
59272,M,0,30939,In Transit,44,Fleet,H74,-88.10713,41.90275,1643976871
59510,C,100,651859,Spreading,15,Fleet,H60,-88.01212,41.75098,1643976872
59223,C,0,559966,In Transit,11,Fleet,H70,-88.01088,41.83095,1643976872
59339,C,150,595538,Spreading,8,Fleet,H69,-88.03743,41.78458,1643976873
59658,C,0,430691,In Transit,26,Fleet,H78,-88.00042,41.98275,1643976873
59408,C,0,76865,In Transit,24,Fleet,H85,-88.1684,41.82202,1643976873
59207,C,0,686136,Idle,0,Fleet,H93,-88.2508,41.87665,1643976874
59301,M,0,30939,In Transit,44,Fleet,H74,-88.11205,41.90333,1643976901
59381,C,150,595584,Spreading,35,Fleet,H69,-88.03747,41.78115,1643976905
59579,C,0,430691,In Transit,6,Fleet,H78,-87.99848,41.98248,1643976905
59422,C,0,76865,In Transit,26,Fleet,H85,-88.16838,41.82415,1643976905
59225,M,0,30939,In Transit,44,Fleet,H74,-88.12195,41.90448,1643976932
59244,C,0,651912,In Transit,15,Fleet,H60,-88.00363,41.75118,1643976933
59456,C,150,595584,Spreading,8,Fleet,H69,-88.03727,41.77977,1643976933
59587,C,0,76865,In Transit,22,Fleet,H85,-88.16827,41.82865,1643976935
60000,C,0,430691,In Transit,29,Fleet,H78,-87.9982,41.97955,1643976936
60069,M,0,30939,In Transit,44,Fleet,H74,-88.12675,41.90507,1643976961
59247,C,0,651912,In Transit,6,Fleet,H60,-88.0032,41.75118,1643976962
59475,C,0,1004646,Idle,0,Fleet,H67,-88.0306,41.99453,1643976962
60039,C,0,595669,In Transit,35,Fleet,H69,-88.03683,41.77408,1643976963
59277,C,0,76865,In Transit,2,Fleet,H85,-88.16813,41.82985,1643976963
59212,C,0,430691,In Transit,31,Fleet,H78,-87.9982,41.97587,1643976964
60503,M,0,30939,In Transit,42,Fleet,H74,-88.13617,41.9062,1643976991
60777,C,0,559966,In Transit,26,Fleet,H70,-88.01078,41.81588,1643976992
61151,C,0,595669,In Transit,11,Fleet,H69,-88.0369,41.77242,1643976993
60601,C,0,430691,In Transit,33,Fleet,H78,-87.99825,41.97165,1643976993
60849,C,0,76875,In Transit,22,Fleet,H85,-88.1682,41.83127,1643976995
60874,M,0,30939,Idle,0,Fleet,H74,-88.13985,41.90667,1643977021
60540,C,0,559966,In Transit,26,Fleet,H70,-88.0113,41.81263,1643977022
60891,C,0,595669,In Transit,35,Fleet,H69,-88.04295,41.77225,1643977023
60645,C,0,430691,In Transit,17,Fleet,H78,-87.99837,41.96877,1643977025
60527,C,0,76875,In Transit,29,Fleet,H85,-88.16937,41.83575,1643977025
60521,M,0,30939,In Transit,4,Fleet,H74,-88.13987,41.90668,1643977051
60584,C,0,595669,In Transit,35,Fleet,H69,-88.0474,41.77207,1643977053
60530,C,0,430691,In Transit,13,Fleet,H78,-87.99813,41.96648,1643977053
60517,C,0,76875,In Transit,31,Fleet,H85,-88.16997,41.83813,1643977053
60488,M,0,30939,In Transit,33,Fleet,H74,-88.1469,41.9075,1643977081
60939,C,0,686136,In Transit,22,Fleet,H93,-88.25313,41.87815,1643977083
60950,C,0,430691,In Transit,26,Fleet,H78,-87.99453,41.9659,1643977085
60422,C,0,76875,In Transit,24,Fleet,H85,-88.1705,41.84312,1643977085
60960,M,0,30939,Idle,0,Fleet,H74,-88.15013,41.90787,1643977111
60608,C,1000,559971,Spreading,15,Fleet,H70,-88.01115,41.80928,1643977112
60434,C,0,595669,In Transit,29,Fleet,H69,-88.05613,41.7654,1643977113
60918,C,0,76875,In Transit,24,Fleet,H85,-88.16878,41.84487,1643977113
60962,C,0,430691,Idle,0,Fleet,H78,-87.99052,41.96525,1643977114
60870,C,0,686136,In Transit,22,Fleet,H93,-88.25442,41.87737,1643977114
61435,M,0,30939,In Transit,2,Fleet,H74,-88.1501,41.90788,1643977141
60664,C,0,559996,In Transit,15,Fleet,H70,-88.0117,41.80888,1643977142
61328,C,0,686136,In Transit,24,Fleet,H93,-88.25725,41.87538,1643977143
61185,C,0,595669,In Transit,35,Fleet,H69,-88.06232,41.76188,1643977144
60731,C,0,76875,In Transit,24,Fleet,H85,-88.16515,41.84823,1643977146
60474,C,0,430700,In Transit,17,Fleet,H78,-87.99037,41.96468,1643977147
61695,M,0,30939,In Transit,40,Fleet,H74,-88.15295,41.9082,1643977171
61766,C,0,559996,In Transit,11,Fleet,H70,-88.01463,41.8087,1643977172
62105,C,0,430700,In Transit,24,Fleet,H78,-87.99013,41.96277,1643977174
62200,C,0,76875,In Transit,26,Fleet,H85,-88.1639,41.85008,1643977174
61781,C,0,686136,In Transit,29,Fleet,H93,-88.25647,41.87213,1643977180
62342,M,0,30939,In Transit,44,Fleet,H74,-88.16253,41.90933,1643977201
61836,C,0,559996,In Transit,8,Fleet,H70,-88.0147,41.81113,1643977202
61619,C,100,651913,Spreading,6,Fleet,H60,-87.97413,41.7517,1643977203
62060,C,0,239902,In Transit,6,Fleet,H75,-88.04267,41.8078,1643977203
61958,C,0,76875,In Transit,13,Fleet,H85,-88.16218,41.8537,1643977204
61659,C,0,430700,In Transit,29,Fleet,H78,-87.98977,41.95918,1643977205
61700,M,0,30939,In Transit,44,Fleet,H74,-88.1672,41.9099,1643977231
61740,C,0,559996,Idle,0,Fleet,H70,-88.01138,41.8112,1643977232
61809,C,0,239902,In Transit,8,Fleet,H75,-88.04257,41.80747,1643977232
61866,C,0,686136,In Transit,15,Fleet,H93,-88.25573,41.87088,1643977233
